"address_code","state","city","section","street","area_code","postal_code","number_of_household","number_of_people","remarks","polygon"
"042130461000","宮城県","栗原市","一迫柳目字平沢","","","","","","",""
"042130462000","宮城県","栗原市","一迫柳目字弁天","","","","","","",""
"042130463000","宮城県","栗原市","一迫柳目字柳目高田","","","","","","",""
"042130464000","宮城県","栗原市","一迫柳目字葉の木沢","","","","","","",""
"042130465000","宮城県","栗原市","一迫柳目字六ツ寺","","","","","","",""
"042130466000","宮城県","栗原市","一迫柳目新田","","","","","","",""
"042130467000","宮城県","栗原市","一迫柳目南新田","","","","","","",""
"042130468000","宮城県","栗原市","花山字草木沢横端山","","","","","","",""
"042130469000","宮城県","栗原市","花山字草木沢角間","","","","","","",""
"042130470000","宮城県","栗原市","花山字草木沢岩城山","","","","","","",""
"042130471000","宮城県","栗原市","花山字草木沢宮ノ木","","","","","","",""
"042130472000","宮城県","栗原市","花山字草木沢宮ノ木裏","","","","","","",""
"042130473000","宮城県","栗原市","花山字草木沢窪田","","","","","","",""
"042130474000","宮城県","栗原市","花山字草木沢権現堂","","","","","","",""
"042130475000","宮城県","栗原市","花山字草木沢原井田","","","","","","",""
"042130476000","宮城県","栗原市","花山字草木沢向小田","","","","","","",""
"042130477000","宮城県","栗原市","花山字草木沢向程野","","","","","","",""
"042130478000","宮城県","栗原市","花山字草木沢荒谷","","","","","","",""
"042130479000","宮城県","栗原市","花山字草木沢荒谷向","","","","","","",""
"042130480000","宮城県","栗原市","花山字草木沢荒谷裏","","","","","","",""
"042130481000","宮城県","栗原市","花山字草木沢合道山","","","","","","",""
"042130482000","宮城県","栗原市","花山字草木沢坂下","","","","","","",""
"042130483000","宮城県","栗原市","花山字草木沢小高屋敷","","","","","","",""
"042130484000","宮城県","栗原市","花山字草木沢小田原","","","","","","",""
"042130485000","宮城県","栗原市","花山字草木沢小田裏","","","","","","",""
"042130486000","宮城県","栗原市","花山字草木沢上原","","","","","","",""
"042130487000","宮城県","栗原市","花山字草木沢西風山","","","","","","",""
"042130488000","宮城県","栗原市","花山字草木沢川原町","","","","","","",""
"042130489000","宮城県","栗原市","花山字草木沢続石","","","","","","",""
"042130490000","宮城県","栗原市","花山字草木沢打越","","","","","","",""
"042130491000","宮城県","栗原市","花山字草木沢大穴山","","","","","","",""
"042130492000","宮城県","栗原市","花山字草木沢大笹","","","","","","",""
"042130493000","宮城県","栗原市","花山字草木沢大笹向","","","","","","",""
"042130494000","宮城県","栗原市","花山字草木沢大滝山","","","","","","",""
"042130495000","宮城県","栗原市","花山字草木沢大平","","","","","","",""
"042130496000","宮城県","栗原市","花山字草木沢中出山","","","","","","",""
"042130497000","宮城県","栗原市","花山字草木沢中田","","","","","","",""
"042130498000","宮城県","栗原市","花山字草木沢町田","","","","","","",""
"042130499000","宮城県","栗原市","花山字草木沢程野","","","","","","",""
"042130500000","宮城県","栗原市","花山字草木沢程野前","","","","","","",""
"042130501000","宮城県","栗原市","花山字草木沢程野裏","","","","","","",""
"042130502000","宮城県","栗原市","花山字草木沢南程野","","","","","","",""
"042130503000","宮城県","栗原市","花山字草木沢日向山","","","","","","",""
"042130504000","宮城県","栗原市","花山字草木沢桧木山","","","","","","",""
"042130505000","宮城県","栗原市","花山字草木沢北山","","","","","","",""
"042130506000","宮城県","栗原市","花山字草木沢箕ノ口","","","","","","",""
"042130507000","宮城県","栗原市","花山字草木沢箕ノ口館","","","","","","",""
"042130508000","宮城県","栗原市","花山字本沢稲干場","","","","","","",""
"042130509000","宮城県","栗原市","花山字本沢越戸","","","","","","",""
"042130510000","宮城県","栗原市","花山字本沢温湯","","","","","","",""
"042130511000","宮城県","栗原市","花山字本沢花山寺","","","","","","",""
"042130512000","宮城県","栗原市","花山字本沢花山沢","","","","","","",""
"042130513000","宮城県","栗原市","花山字本沢久保","","","","","","",""
"042130514000","宮城県","栗原市","花山字本沢虚空蔵","","","","","","",""
"042130515000","宮城県","栗原市","花山字本沢金沢","","","","","","",""
"042130516000","宮城県","栗原市","花山字本沢熊倉","","","","","","",""
"042130517000","宮城県","栗原市","花山字本沢軍沢","","","","","","",""
"042130518000","宮城県","栗原市","花山字本沢軽井沢","","","","","","",""
"042130519000","宮城県","栗原市","花山字本沢鯨ヶ森","","","","","","",""
"042130520000","宮城県","栗原市","花山字本沢穴ノ原","","","","","","",""
"042130521000","宮城県","栗原市","花山字本沢御堂","","","","","","",""
"042130522000","宮城県","栗原市","花山字本沢向原","","","","","","",""
"042130523000","宮城県","栗原市","花山字本沢広瀬浦","","","","","","",""
"042130524000","宮城県","栗原市","花山字本沢合道","","","","","","",""
"042130525000","宮城県","栗原市","花山字本沢佐中","","","","","","",""
"042130526000","宮城県","栗原市","花山字本沢坂下","","","","","","",""
"042130527000","宮城県","栗原市","花山字本沢山下","","","","","","",""
"042130528000","宮城県","栗原市","花山字本沢小川原","","","","","","",""
"042130529000","宮城県","栗原市","花山字本沢松ノ原","","","","","","",""
"042130530000","宮城県","栗原市","花山字本沢松田","","","","","","",""
"042130531000","宮城県","栗原市","花山字本沢沼山","","","","","","",""
"042130532000","宮城県","栗原市","花山字本沢上関屋","","","","","","",""
"042130533000","宮城県","栗原市","花山字本沢深山","","","","","","",""
"042130534000","宮城県","栗原市","花山字本沢切留","","","","","","",""
"042130535000","宮城県","栗原市","花山字本沢浅布","","","","","","",""
"042130536000","宮城県","栗原市","花山字本沢早坂","","","","","","",""
"042130537000","宮城県","栗原市","花山字本沢大向","","","","","","",""
"042130538000","宮城県","栗原市","花山字本沢大田","","","","","","",""
"042130539000","宮城県","栗原市","花山字本沢滝ノ沢","","","","","","",""
"042130540000","宮城県","栗原市","花山字本沢地蔵堂","","","","","","",""
"042130541000","宮城県","栗原市","花山字本沢中村","","","","","","",""
"042130542000","宮城県","栗原市","花山字本沢猪ノ沢","","","","","","",""
"042130543000","宮城県","栗原市","花山字本沢天ヶ沢","","","","","","",""
"042130544000","宮城県","栗原市","花山字本沢天狗森","","","","","","",""
"042130545000","宮城県","栗原市","花山字本沢天神","","","","","","",""
"042130546000","宮城県","栗原市","花山字本沢二反田","","","","","","",""
"042130547000","宮城県","栗原市","花山字本沢萩ノ原","","","","","","",""
"042130548000","宮城県","栗原市","花山字本沢百目木","","","","","","",""
"042130549000","宮城県","栗原市","花山字本沢富ノ原","","","","","","",""
"042130550000","宮城県","栗原市","花山字本沢北ノ前","","","","","","",""
"042130551000","宮城県","栗原市","花山字本沢明通","","","","","","",""
"042130552000","宮城県","栗原市","花山字本沢木落","","","","","","",""
"042130553000","宮城県","栗原市","花山字本沢渕牛","","","","","","",""
"042130554000","宮城県","栗原市","金成稲荷前","","","","","","",""
"042130555000","宮城県","栗原市","金成宇南崎","","","","","","",""
"042130556000","宮城県","栗原市","金成翁沢","","","","","","",""
"042130557000","宮城県","栗原市","金成翁留","","","","","","",""
"042130558000","宮城県","栗原市","金成黄金田","","","","","","",""
"042130559000","宮城県","栗原市","金成下富田","","","","","","",""
"042130560000","宮城県","栗原市","金成干谷沢","","","","","","",""
"042130561000","宮城県","栗原市","金成館下","","","","","","",""
"042130562000","宮城県","栗原市","金成宮前","","","","","","",""
"042130563000","宮城県","栗原市","金成金山沢","","","","","","",""
"042130564000","宮城県","栗原市","金成金生","","","","","","",""
"042130565000","宮城県","栗原市","金成熊ノ下","","","","","","",""
"042130566000","宮城県","栗原市","金成桜町","","","","","","",""
"042130567000","宮城県","栗原市","金成三沢","","","","","","",""
"042130568000","宮城県","栗原市","金成山中堤下","","","","","","",""
"042130569000","宮城県","栗原市","金成四ツ屋敷","","","","","","",""
"042130570000","宮城県","栗原市","金成姉歯栄田","","","","","","",""
"042130571000","宮城県","栗原市","金成姉歯下り木","","","","","","",""
"042130572000","宮城県","栗原市","金成姉歯角屋敷前","","","","","","",""
"042130573000","宮城県","栗原市","金成姉歯巻ノ上","","","","","","",""
"042130574000","宮城県","栗原市","金成姉歯錦田","","","","","","",""
"042130575000","宮城県","栗原市","金成姉歯根岸","","","","","","",""
"042130576000","宮城県","栗原市","金成姉歯根際前","","","","","","",""
"042130577000","宮城県","栗原市","金成姉歯姉妹田","","","","","","",""
"042130578000","宮城県","栗原市","金成姉歯祝田","","","","","","",""
"042130579000","宮城県","栗原市","金成姉歯小沢田","","","","","","",""
"042130580000","宮城県","栗原市","金成姉歯松ノ木向","","","","","","",""
"042130581000","宮城県","栗原市","金成姉歯松浦","","","","","","",""
"042130582000","宮城県","栗原市","金成姉歯上川前","","","","","","",""
"042130583000","宮城県","栗原市","金成姉歯浄光","","","","","","",""
"042130584000","宮城県","栗原市","金成姉歯水押","","","","","","",""
"042130585000","宮城県","栗原市","金成姉歯清作前","","","","","","",""
"042130586000","宮城県","栗原市","金成姉歯清水前","","","","","","",""
"042130587000","宮城県","栗原市","金成姉歯千刈町","","","","","","",""
"042130588000","宮城県","栗原市","金成姉歯船場下川前","","","","","","",""
"042130589000","宮城県","栗原市","金成姉歯銭神沢","","","","","","",""
"042130590000","宮城県","栗原市","金成姉歯大尻","","","","","","",""
"042130591000","宮城県","栗原市","金成姉歯滝ノ沢","","","","","","",""
"042130592000","宮城県","栗原市","金成姉歯谷地","","","","","","",""
"042130593000","宮城県","栗原市","金成姉歯谷地尻","","","","","","",""
"042130594000","宮城県","栗原市","金成姉歯中袋川前","","","","","","",""
"042130595000","宮城県","栗原市","金成姉歯中沢前","","","","","","",""
"042130596000","宮城県","栗原市","金成姉歯仲沖","","","","","","",""
"042130597000","宮城県","栗原市","金成姉歯田子谷前","","","","","","",""
"042130598000","宮城県","栗原市","金成姉歯都田","","","","","","",""
"042130599000","宮城県","栗原市","金成姉歯道才沢","","","","","","",""
"042130600000","宮城県","栗原市","金成姉歯八段坊","","","","","","",""
"042130601000","宮城県","栗原市","金成姉歯姫崎","","","","","","",""
"042130602000","宮城県","栗原市","金成姉歯不動前","","","","","","",""
"042130603000","宮城県","栗原市","金成姉歯本木","","","","","","",""
"042130604000","宮城県","栗原市","金成姉歯嶺前","","","","","","",""
"042130605000","宮城県","栗原市","金成祝","","","","","","",""
"042130606000","宮城県","栗原市","金成小堤原崎","","","","","","",""
"042130607000","宮城県","栗原市","金成小堤原田","","","","","","",""
"042130608000","宮城県","栗原市","金成小堤向原","","","","","","",""
"042130609000","宮城県","栗原市","金成小堤高見","","","","","","",""
"042130610000","宮城県","栗原市","金成小堤山王","","","","","","",""
"042130611000","宮城県","栗原市","金成小堤寺崎","","","","","","",""
"042130612000","宮城県","栗原市","金成小堤寺沢","","","","","","",""
"042130613000","宮城県","栗原市","金成小堤新田","","","","","","",""
"042130614000","宮城県","栗原市","金成小堤新涌戸","","","","","","",""
"042130615000","宮城県","栗原市","金成小堤陣場下","","","","","","",""
"042130616000","宮城県","栗原市","金成小堤入ノ沢","","","","","","",""
"042130617000","宮城県","栗原市","金成小堤涌戸","","","","","","",""
"042130618000","宮城県","栗原市","金成小迫花館","","","","","","",""
"042130619000","宮城県","栗原市","金成小迫金沼","","","","","","",""
"042130620000","宮城県","栗原市","金成小迫原岸","","","","","","",""
"042130621000","宮城県","栗原市","金成小迫後山","","","","","","",""
"042130622000","宮城県","栗原市","金成小迫荒崎","","","","","","",""
"042130623000","宮城県","栗原市","金成小迫高見山","","","","","","",""
"042130624000","宮城県","栗原市","金成小迫三嶋","","","","","","",""
"042130625000","宮城県","栗原市","金成小迫山神","","","","","","",""
"042130626000","宮城県","栗原市","金成小迫四海崎","","","","","","",""
"042130627000","宮城県","栗原市","金成小迫宿","","","","","","",""
"042130628000","宮城県","栗原市","金成小迫小坊沢","","","","","","",""
"042130629000","宮城県","栗原市","金成小迫上原岸","","","","","","",""
"042130630000","宮城県","栗原市","金成小迫中崎","","","","","","",""
"042130631000","宮城県","栗原市","金成小迫中沢","","","","","","",""
"042130632000","宮城県","栗原市","金成小迫油田","","","","","","",""
"042130633000","宮城県","栗原市","金成小迫要","","","","","","",""
"042130634000","宮城県","栗原市","金成上町","","","","","","",""
"042130635000","宮城県","栗原市","金成上町西裏","","","","","","",""
"042130636000","宮城県","栗原市","金成上町東裏","","","","","","",""
"042130637000","宮城県","栗原市","金成上富田","","","","","","",""
"042130638000","宮城県","栗原市","金成新町","","","","","","",""
"042130639000","宮城県","栗原市","金成新町裏","","","","","","",""
"042130640000","宮城県","栗原市","金成清水田","","","","","","",""
"042130641000","宮城県","栗原市","金成赤児堰下","","","","","","",""
"042130642000","宮城県","栗原市","金成赤児沖前","","","","","","",""
"042130643000","宮城県","栗原市","金成赤児屋敷田","","","","","","",""
"042130644000","宮城県","栗原市","金成赤児屋敷田前","","","","","","",""
"042130645000","宮城県","栗原市","金成赤児館前","","","","","","",""
"042130646000","宮城県","栗原市","金成赤児吉目木","","","","","","",""
"042130647000","宮城県","栗原市","金成赤児吉目木沢","","","","","","",""
"042130648000","宮城県","栗原市","金成赤児熊田沖","","","","","","",""
"042130649000","宮城県","栗原市","金成赤児原沖","","","","","","",""
"042130650000","宮城県","栗原市","金成赤児荒谷沖","","","","","","",""
"042130651000","宮城県","栗原市","金成赤児高松沖","","","","","","",""
"042130652000","宮城県","栗原市","金成赤児三五沢","","","","","","",""
"042130653000","宮城県","栗原市","金成赤児寺沖","","","","","","",""
"042130654000","宮城県","栗原市","金成赤児小松原沖","","","","","","",""
"042130655000","宮城県","栗原市","金成赤児小松原沢","","","","","","",""
"042130656000","宮城県","栗原市","金成赤児新山前","","","","","","",""
"042130657000","宮城県","栗原市","金成赤児西ノ沢","","","","","","",""
"042130658000","宮城県","栗原市","金成赤児段ノ原","","","","","","",""
"042130659000","宮城県","栗原市","金成赤児鶴巻","","","","","","",""
"042130660000","宮城県","栗原市","金成赤児入ノ沢","","","","","","",""
"042130661000","宮城県","栗原市","金成赤児矢待沖","","","","","","",""
"042130662000","宮城県","栗原市","金成赤児要害前","","","","","","",""
"042130663000","宮城県","栗原市","金成赤児椚田","","","","","","",""
"042130664000","宮城県","栗原市","金成台畑","","","","","","",""
"042130665000","宮城県","栗原市","金成大久保沢","","","","","","",""
"042130666000","宮城県","栗原市","金成大原木井戸端","","","","","","",""
"042130667000","宮城県","栗原市","金成大原木駅前","","","","","","",""
"042130668000","宮城県","栗原市","金成大原木琴野待","","","","","","",""
"042130669000","宮城県","栗原市","金成大原木金附","","","","","","",""
"042130670000","宮城県","栗原市","金成大原木熊谷","","","","","","",""
"042130671000","宮城県","栗原市","金成大原木甲鳧中","","","","","","",""
"042130672000","宮城県","栗原市","金成大原木鴫屋敷","","","","","","",""
"042130673000","宮城県","栗原市","金成大原木新大巻","","","","","","",""
"042130674000","宮城県","栗原市","金成大原木神明","","","","","","",""
"042130675000","宮城県","栗原市","金成大原木神明田","","","","","","",""
"042130676000","宮城県","栗原市","金成大原木赤江","","","","","","",""
"042130677000","宮城県","栗原市","金成大原木川原","","","","","","",""
"042130678000","宮城県","栗原市","金成大原木川南","","","","","","",""
"042130679000","宮城県","栗原市","金成大原木川畑","","","","","","",""
"042130680000","宮城県","栗原市","金成大原木川畑田","","","","","","",""
"042130681000","宮城県","栗原市","金成大原木袖山","","","","","","",""
"042130682000","宮城県","栗原市","金成大原木袖南","","","","","","",""
"042130683000","宮城県","栗原市","金成大原木大巻","","","","","","",""
"042130684000","宮城県","栗原市","金成大原木鶴田","","","","","","",""
"042130685000","宮城県","栗原市","金成大原木道場","","","","","","",""
"042130686000","宮城県","栗原市","金成大原木毘沙門","","","","","","",""
"042130687000","宮城県","栗原市","金成大原木百目鬼","","","","","","",""
"042130688000","宮城県","栗原市","金成大原木平地","","","","","","",""
"042130689000","宮城県","栗原市","金成大原木野川","","","","","","",""
"042130690000","宮城県","栗原市","金成大原木雷","","","","","","",""
"042130691000","宮城県","栗原市","金成大平","","","","","","",""
"042130692000","宮城県","栗原市","金成大梨","","","","","","",""
"042130693000","宮城県","栗原市","金成沢辺宇南","","","","","","",""
"042130694000","宮城県","栗原市","金成沢辺往還下","","","","","","",""
"042130695000","宮城県","栗原市","金成沢辺外袋","","","","","","",""
"042130696000","宮城県","栗原市","金成沢辺館下","","","","","","",""
"042130697000","宮城県","栗原市","金成沢辺館南","","","","","","",""
"042130698000","宮城県","栗原市","金成沢辺金沼","","","","","","",""
"042130699000","宮城県","栗原市","金成沢辺荒坊","","","","","","",""
"042130700000","宮城県","栗原市","金成沢辺寺沢","","","","","","",""
"042130701000","宮城県","栗原市","金成沢辺小崎","","","","","","",""
"042130702000","宮城県","栗原市","金成沢辺沼下","","","","","","",""
"042130703000","宮城県","栗原市","金成沢辺上沖","","","","","","",""
"042130704000","宮城県","栗原市","金成沢辺新宇南","","","","","","",""
"042130705000","宮城県","栗原市","金成沢辺新往還下","","","","","","",""
"042130706000","宮城県","栗原市","金成沢辺新荒坊","","","","","","",""
"042130707000","宮城県","栗原市","金成沢辺新沼下","","","","","","",""
"042130708000","宮城県","栗原市","金成沢辺新西待井","","","","","","",""
"042130709000","宮城県","栗原市","金成沢辺新中島","","","","","","",""
"042130710000","宮城県","栗原市","金成沢辺新柏木","","","","","","",""
"042130711000","宮城県","栗原市","金成沢辺新八幡山","","","","","","",""
"042130712000","宮城県","栗原市","金成沢辺神林","","","","","","",""
"042130713000","宮城県","栗原市","金成沢辺神林前","","","","","","",""
"042130714000","宮城県","栗原市","金成沢辺西大寺","","","","","","",""
"042130715000","宮城県","栗原市","金成沢辺川崎","","","","","","",""
"042130716000","宮城県","栗原市","金成沢辺川前","","","","","","",""
"042130717000","宮城県","栗原市","金成沢辺前門沢","","","","","","",""
"042130718000","宮城県","栗原市","金成沢辺大横名","","","","","","",""
"042130719000","宮城県","栗原市","金成沢辺町","","","","","","",""
"042130720000","宮城県","栗原市","金成沢辺町沖","","","","","","",""
"042130721000","宮城県","栗原市","金成沢辺内畑","","","","","","",""
"042130722000","宮城県","栗原市","金成沢辺八幡山","","","","","","",""
"042130723000","宮城県","栗原市","金成沢辺木戸口","","","","","","",""
"042130724000","宮城県","栗原市","金成中町","","","","","","",""
"042130725000","宮城県","栗原市","金成中町西裏","","","","","","",""
"042130726000","宮城県","栗原市","金成長館","","","","","","",""
"042130727000","宮城県","栗原市","金成長根沢","","","","","","",""
"042130728000","宮城県","栗原市","金成津久毛岩崎館前","","","","","","",""
"042130729000","宮城県","栗原市","金成津久毛岩崎江合","","","","","","",""
"042130730000","宮城県","栗原市","金成津久毛岩崎江渕","","","","","","",""
"042130731000","宮城県","栗原市","金成津久毛岩崎菜畑沢","","","","","","",""
"042130732000","宮城県","栗原市","金成津久毛岩崎山根","","","","","","",""
"042130733000","宮城県","栗原市","金成津久毛岩崎山畑","","","","","","",""
"042130734000","宮城県","栗原市","金成津久毛岩崎漆沢","","","","","","",""
"042130735000","宮城県","栗原市","金成津久毛岩崎小松","","","","","","",""
"042130736000","宮城県","栗原市","金成津久毛岩崎大沢田","","","","","","",""
"042130737000","宮城県","栗原市","金成津久毛岩崎沢","","","","","","",""
"042130738000","宮城県","栗原市","金成津久毛岩崎谷地","","","","","","",""
"042130739000","宮城県","栗原市","金成津久毛岩崎日影","","","","","","",""
"042130740000","宮城県","栗原市","金成津久毛岩崎備後沢","","","","","","",""
"042130741000","宮城県","栗原市","金成津久毛岩崎頼母沢","","","","","","",""
"042130742000","宮城県","栗原市","金成津久毛岩崎両股","","","","","","",""
"042130743000","宮城県","栗原市","金成津久毛平形悪戸","","","","","","",""
"042130744000","宮城県","栗原市","金成津久毛平形烏子沢","","","","","","",""
"042130745000","宮城県","栗原市","金成津久毛平形運南田","","","","","","",""
"042130746000","宮城県","栗原市","金成津久毛平形後沢","","","","","","",""
"042130747000","宮城県","栗原市","金成津久毛平形寺沖","","","","","","",""
"042130748000","宮城県","栗原市","金成津久毛平形松迫","","","","","","",""
"042130749000","宮城県","栗原市","金成津久毛平形松迫前","","","","","","",""
"042130750000","宮城県","栗原市","金成津久毛平形上沖","","","","","","",""
"042130751000","宮城県","栗原市","金成津久毛平形新上沖","","","","","","",""
"042130752000","宮城県","栗原市","金成津久毛平形蔵本沢","","","","","","",""
"042130753000","宮城県","栗原市","金成津久毛平形大橋","","","","","","",""
"042130754000","宮城県","栗原市","金成津久毛平形中沢","","","","","","",""
"042130755000","宮城県","栗原市","金成津久毛平形堂場沢","","","","","","",""
"042130756000","宮城県","栗原市","金成津久毛平形八幡沖","","","","","","",""
"042130757000","宮城県","栗原市","金成津久毛平形名地三味沢","","","","","","",""
"042130758000","宮城県","栗原市","金成鍔瓦","","","","","","",""
"042130759000","宮城県","栗原市","金成藤渡戸下水押","","","","","","",""
"042130760000","宮城県","栗原市","金成藤渡戸下中江","","","","","","",""
"042130761000","宮城県","栗原市","金成藤渡戸館前","","","","","","",""
"042130762000","宮城県","栗原市","金成藤渡戸宮下前","","","","","","",""
"042130763000","宮城県","栗原市","金成藤渡戸犬目沢","","","","","","",""
"042130764000","宮城県","栗原市","金成藤渡戸原田","","","","","","",""
"042130765000","宮城県","栗原市","金成藤渡戸後原","","","","","","",""
"042130766000","宮城県","栗原市","金成藤渡戸山中沢","","","","","","",""
"042130767000","宮城県","栗原市","金成藤渡戸鹿野前","","","","","","",""
"042130768000","宮城県","栗原市","金成藤渡戸小畑沢","","","","","","",""
"042130769000","宮城県","栗原市","金成藤渡戸上水押","","","","","","",""
"042130770000","宮城県","栗原市","金成藤渡戸上中江","","","","","","",""
"042130771000","宮城県","栗原市","金成藤渡戸新的場","","","","","","",""
"042130772000","宮城県","栗原市","金成藤渡戸清水尻","","","","","","",""
"042130773000","宮城県","栗原市","金成藤渡戸走居","","","","","","",""
"042130774000","宮城県","栗原市","金成藤渡戸鳥越","","","","","","",""
"042130775000","宮城県","栗原市","金成藤渡戸的場","","","","","","",""
"042130776000","宮城県","栗原市","金成藤渡戸東沢","","","","","","",""
"042130777000","宮城県","栗原市","金成藤渡戸道合","","","","","","",""
"042130778000","宮城県","栗原市","金成藤渡戸梅ノ木田沢","","","","","","",""
"042130779000","宮城県","栗原市","金成藤渡戸八幡沢","","","","","","",""
"042130780000","宮城県","栗原市","金成藤渡戸牧","","","","","","",""
"042130781000","宮城県","栗原市","金成藤渡戸牧前","","","","","","",""
"042130782000","宮城県","栗原市","金成日向","","","","","","",""
"042130783000","宮城県","栗原市","金成日向田","","","","","","",""
"042130784000","宮城県","栗原市","金成入ノ沢","","","","","","",""
"042130785000","宮城県","栗原市","金成入生田","","","","","","",""
"042130786000","宮城県","栗原市","金成髪長","","","","","","",""
"042130787000","宮城県","栗原市","金成普賢堂花館","","","","","","",""
"042130788000","宮城県","栗原市","金成普賢堂角下","","","","","","",""
"042130789000","宮城県","栗原市","金成普賢堂岩下","","","","","","",""
"042130790000","宮城県","栗原市","金成普賢堂境下","","","","","","",""
"042130791000","宮城県","栗原市","金成普賢堂桐木沢","","","","","","",""
"042130792000","宮城県","栗原市","金成普賢堂狐坂","","","","","","",""
"042130793000","宮城県","栗原市","金成普賢堂後谷地","","","","","","",""
"042130794000","宮城県","栗原市","金成普賢堂向田","","","","","","",""
"042130795000","宮城県","栗原市","金成普賢堂江合","","","","","","",""
"042130796000","宮城県","栗原市","金成普賢堂荒谷","","","","","","",""
"042130797000","宮城県","栗原市","金成普賢堂高田","","","","","","",""
"042130798000","宮城県","栗原市","金成普賢堂黒江","","","","","","",""
"042130799000","宮城県","栗原市","金成普賢堂黒仁田","","","","","","",""
"042130800000","宮城県","栗原市","金成普賢堂三沢","","","","","","",""
"042130801000","宮城県","栗原市","金成普賢堂三峯","","","","","","",""
"042130802000","宮城県","栗原市","金成普賢堂小田前","","","","","","",""
"042130803000","宮城県","栗原市","金成普賢堂松林","","","","","","",""
"042130804000","宮城県","栗原市","金成普賢堂森下","","","","","","",""
"042130805000","宮城県","栗原市","金成普賢堂杉ノ下","","","","","","",""
"042130806000","宮城県","栗原市","金成普賢堂大谷地","","","","","","",""
"042130807000","宮城県","栗原市","金成普賢堂中井","","","","","","",""
"042130808000","宮城県","栗原市","金成普賢堂中川","","","","","","",""
"042130809000","宮城県","栗原市","金成普賢堂長谷地","","","","","","",""
"042130810000","宮城県","栗原市","金成普賢堂土栗","","","","","","",""
"042130811000","宮城県","栗原市","金成普賢堂入ノ沢","","","","","","",""
"042130812000","宮城県","栗原市","金成普賢堂八坂","","","","","","",""
"042130813000","宮城県","栗原市","金成普賢堂苗代沢","","","","","","",""
"042130814000","宮城県","栗原市","金成普賢堂普賢前","","","","","","",""
"042130815000","宮城県","栗原市","金成普賢堂福田","","","","","","",""
"042130816000","宮城県","栗原市","金成普賢堂要害","","","","","","",""
"042130817000","宮城県","栗原市","金成普賢堂粒良田","","","","","","",""
"042130818000","宮城県","栗原市","金成片馬合宇南","","","","","","",""
"042130819000","宮城県","栗原市","金成片馬合沖","","","","","","",""
"042130820000","宮城県","栗原市","金成片馬合下吉目木","","","","","","",""
"042130821000","宮城県","栗原市","金成片馬合外ノ目","","","","","","",""
"042130822000","宮城県","栗原市","金成片馬合原","","","","","","",""
"042130823000","宮城県","栗原市","金成片馬合根岸","","","","","","",""
"042130824000","宮城県","栗原市","金成片馬合佐野原","","","","","","",""
"042130825000","宮城県","栗原市","金成片馬合手柄","","","","","","",""
"042130826000","宮城県","栗原市","金成片馬合上吉目木","","","","","","",""
"042130827000","宮城県","栗原市","金成片馬合石法花","","","","","","",""
"042130828000","宮城県","栗原市","金成片馬合長竹","","","","","","",""
"042130829000","宮城県","栗原市","金成片馬合長泥","","","","","","",""
"042130830000","宮城県","栗原市","金成片馬合日向","","","","","","",""
"042130831000","宮城県","栗原市","金成片馬合白山","","","","","","",""
"042130832000","宮城県","栗原市","金成片馬合八坂","","","","","","",""
"042130833000","宮城県","栗原市","金成片馬合椚","","","","","","",""
"042130834000","宮城県","栗原市","金成奉公田","","","","","","",""
"042130835000","宮城県","栗原市","金成末野宇内沢","","","","","","",""
"042130836000","宮城県","栗原市","金成末野下浦山","","","","","","",""
"042130837000","宮城県","栗原市","金成末野下鹿野","","","","","","",""
"042130838000","宮城県","栗原市","金成末野下森畑","","","","","","",""
"042130839000","宮城県","栗原市","金成末野観音堂沢","","","","","","",""
"042130840000","宮城県","栗原市","金成末野館","","","","","","",""
"042130841000","宮城県","栗原市","金成末野館下","","","","","","",""
"042130842000","宮城県","栗原市","金成末野窪田沢","","","","","","",""
"042130843000","宮城県","栗原市","金成末野穴ノ沢","","","","","","",""
"042130844000","宮城県","栗原市","金成末野原田","","","","","","",""
"042130845000","宮城県","栗原市","金成末野三嶽","","","","","","",""
"042130846000","宮城県","栗原市","金成末野三嶽堂","","","","","","",""
"042130847000","宮城県","栗原市","金成末野若宮","","","","","","",""
"042130848000","宮城県","栗原市","金成末野拾万","","","","","","",""
"042130849000","宮城県","栗原市","金成末野拾万坂下","","","","","","",""
"042130850000","宮城県","栗原市","金成末野小田前","","","","","","",""
"042130851000","宮城県","栗原市","金成末野上浦山","","","","","","",""
"042130852000","宮城県","栗原市","金成末野新鹿野下","","","","","","",""
"042130853000","宮城県","栗原市","金成末野新田沢","","","","","","",""
"042130854000","宮城県","栗原市","金成末野森畑","","","","","","",""
"042130855000","宮城県","栗原市","金成末野台下","","","","","","",""
"042130856000","宮城県","栗原市","金成末野大橋","","","","","","",""
"042130857000","宮城県","栗原市","金成末野地蔵殿沖","","","","","","",""
"042130858000","宮城県","栗原市","金成末野中江","","","","","","",""
"042130859000","宮城県","栗原市","金成末野童子","","","","","","",""
"042130860000","宮城県","栗原市","金成末野童子沢","","","","","","",""
"042130861000","宮城県","栗原市","金成末野日向","","","","","","",""
"042130862000","宮城県","栗原市","金成末野日向山","","","","","","",""
"042130863000","宮城県","栗原市","金成末野八幡","","","","","","",""
"042130864000","宮城県","栗原市","金成末野八幡沢","","","","","","",""
"042130865000","宮城県","栗原市","金成末野柳沢","","","","","","",""
